"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.153474918E2,7.389905453E-1,4.644033432E0,6.896849871E-1
1.153525953E2,9.334225655E-1,4.485280991E0,4.196344614E-1
1.153576379E2,1.343317151E0,4.550134659E0,7.062828541E-2
1.153626805E2,1.679745555E0,4.666244507E0,-5.242780447E-1
1.153677231E2,1.883818507E0,4.678263664E0,-9.341669679E-1
1.153727657E2,2.018896580E0,4.701219559E0,-8.978970051E-1
1.153778083E2,1.987813473E0,4.689639091E0,-8.170119524E-1
1.153828538E2,1.821893692E0,4.622113228E0,-8.290650845E-1
1.153878964E2,1.619407535E0,4.496298790E0,-6.830160022E-1
1.153929390E2,1.205323815E0,4.281101227E0,-4.215178490E-1
1.153979816E2,6.292482615E-1,3.907209396E0,6.409704685E-2
1.154030242E2,1.004223824E-1,3.243145943E0,8.713333607E-1
1.154080668E2,-4.036507607E-1,2.370371819E0,1.834840178E0
1.154131097E2,-5.440325141E-1,1.556720734E0,3.048434973E0
1.154181523E2,-4.177299738E-1,6.030693054E-1,4.333356380E0
1.154231948E2,-1.116083860E-1,-4.264392853E-1,5.650080681E0
1.154282374E2,4.838813543E-1,-1.108796120E0,6.810101032E0
1.154332800E2,1.146119356E0,-1.519027710E0,7.389487267E0
1.154383226E2,1.854195952E0,-1.564389229E0,7.272101879E0
1.154433661E2,2.453217745E0,-1.281168938E0,6.634981155E0
1.154484087E2,2.850700617E0,-7.340707779E-1,5.546104431E0
1.154534513E2,2.898900509E0,-1.240282059E-1,4.262378216E0
1.154584939E2,2.909725189E0,4.439725876E-1,2.970935822E0
1.154635365E2,2.783247232E0,9.631605148E-1,1.772460580E0
1.154685791E2,2.570259809E0,1.378947258E0,7.147746086E-1
1.154736125E2,2.328605652E0,1.636731148E0,-1.587742567E-1
1.154786551E2,1.909847736E0,1.772902489E0,-9.003207088E-1
1.154836976E2,1.265768409E0,1.778328896E0,-1.358106136E0
1.154887402E2,6.544420719E-1,1.624641418E0,-1.489988208E0
1.154937828E2,-1.838397980E-2,1.335991859E0,-1.436930895E0
1.154988254E2,-6.099594235E-1,9.962568283E-1,-1.143218279E0
1.155038525E2,-9.054645300E-1,7.273674011E-1,-5.815864801E-1
1.155088951E2,-9.555623531E-1,4.092912674E-1,2.351593971E-1
1.155139376E2,-8.824090362E-1,8.240795135E-2,1.114743471E0
1.155189802E2,-7.337635756E-1,-2.296581268E-1,1.974818826E0
1.155240228E2,-4.708194733E-1,-5.297136307E-1,2.747605801E0
1.155290654E2,-1.985602379E-1,-8.228807449E-1,3.288510799E0
1.155341073E2,3.340196609E-2,-1.126219749E0,3.594039679E0
1.155391499E2,2.039895058E-1,-1.451869011E0,3.743978977E0
1.155441924E2,2.176629305E-1,-1.766330242E0,3.573459148E0
1.155492350E2,1.392819881E-1,-2.052873611E0,3.137849569E0
1.155542776E2,7.111549377E-3,-2.304176331E0,2.498894215E0
1.155593202E2,-1.811800003E-1,-2.567902565E0,1.753837943E0
1.155643627E2,-1.501123905E-1,-2.738633156E0,1.102999091E0
1.155694053E2,-4.075350165E-1,-3.012384892E0,3.297945261E-1
1.155744478E2,-8.318808079E-1,-3.362377167E0,-3.609635830E-1
1.155794904E2,-8.363239169E-1,-3.544364452E0,-8.865368962E-1
1.155845330E2,-9.098360538E-1,-3.790364742E0,-1.659761786E0
1.155895756E2,-1.177129030E0,-4.090615749E0,-2.027530670E0
1.155946150E2,-1.382205606E0,-4.351690769E0,-2.229750156E0
1.155996576E2,-1.369576097E0,-4.597434998E0,-2.619088888E0
1.156047002E2,-1.383520961E0,-4.803875923E0,-2.961272240E0
1.156097428E2,-1.402558327E0,-4.971042156E0,-2.988462210E0
1.156147853E2,-1.299767256E0,-5.041628838E0,-2.822795868E0
1.156198279E2,-1.280836463E0,-5.152186871E0,-2.744265318E0
1.156248963E2,-1.056004167E0,-5.166324615E0,-2.673708916E0
1.156299389E2,-7.470967770E-1,-5.163224220E0,-2.539010525E0
1.156349815E2,-5.548377037E-1,-5.066430092E0,-2.380635023E0
1.156400241E2,-2.873756289E-1,-5.007741451E0,-2.136029720E0
1.156450667E2,-1.528110504E-1,-4.956130028E0,-1.905166149E0
1.156501092E2,-2.493540645E-1,-4.954673767E0,-1.699631929E0
1.156551039E2,-3.402863145E-1,-4.924402237E0,-1.518850923E0
1.156601465E2,-3.344601393E-1,-4.829508781E0,-1.400952339E0
1.156651890E2,-4.433720708E-1,-4.789712429E0,-1.369212627E0
1.156702316E2,-5.284294486E-1,-4.745110989E0,-1.303839922E0
1.156752742E2,-5.828179121E-1,-4.607231140E0,-1.151868105E0
1.156803168E2,-7.001647949E-1,-4.462304115E0,-1.064091563E0
1.156854069E2,-7.947192192E-1,-4.209758282E0,-1.059823990E0
1.156904495E2,-8.096437454E-1,-3.916780472E0,-1.061894655E0
1.156954920E2,-6.346039772E-1,-3.552444458E0,-8.737651110E-1
1.157005346E2,-5.881308317E-1,-3.226984501E0,-6.436102390E-1
1.157055772E2,-4.615231752E-1,-2.911747932E0,-4.406298399E-1
1.157106198E2,-2.402816415E-1,-2.647421360E0,-2.648354769E-1
1.157156290E2,-5.829507113E-2,-2.290495396E0,-1.015086174E-1
1.157206716E2,1.279670596E-1,-1.965515137E0,-8.197546005E-3
1.157257142E2,4.765688181E-1,-1.658212662E0,-8.004879951E-2
1.157307568E2,6.620494127E-1,-1.366215706E0,-3.923702240E-2
1.157357994E2,6.439825296E-1,-1.068072319E0,9.298777580E-2
1.157408420E2,8.795456290E-1,-7.973060608E-1,-2.025797367E-1
1.157458976E2,1.009443164E0,-5.441589355E-1,-8.255323172E-1
1.157509402E2,1.023916721E0,-2.676973343E-1,-1.230885267E0
1.157559827E2,1.069108248E0,1.774978638E-2,-1.395238519E0
1.157610253E2,9.746450186E-1,2.860212326E-1,-1.592179775E0
1.157660679E2,1.109038711E0,6.903905869E-1,-1.781532168E0
1.157711105E2,1.151112080E0,1.056131363E0,-1.980371714E0
1.157761512E2,1.239552498E0,1.435957909E0,-1.825075865E0
1.157811938E2,1.597271562E0,2.111972809E0,-1.662321329E0
1.157862363E2,1.874154091E0,2.842095375E0,-1.721283793E0
1.157912789E2,2.096977711E0,3.597469330E0,-1.723930836E0
1.157963215E2,2.627917528E0,4.464093208E0,-1.493150711E0
1.158013641E2,3.115654707E0,5.142750740E0,-1.362054586E0
1.158064040E2,3.589539528E0,5.719814301E0,-1.227911115E0
1.158114466E2,4.062114239E0,6.137719154E0,-8.576025963E-1
1.158164892E2,4.354439735E0,6.355787277E0,-3.032765388E-1
1.158215318E2,4.409379959E0,6.304687500E0,1.343944073E-1
1.158265744E2,4.391664982E0,6.056430817E0,3.679631948E-1
1.158316170E2,4.370691299E0,5.730774879E0,4.965870380E-1
1.158366196E2,4.320107460E0,5.301533699E0,4.774669409E-1
1.158416622E2,4.223054886E0,4.869220734E0,3.189250231E-1
1.158467047E2,4.000185490E0,4.407775879E0,-2.973437309E-2
1.158517473E2,3.742887735E0,4.051416397E0,-5.642217398E-1
1.158567899E2,3.535284281E0,3.838515282E0,-1.019652724E0
1.158618325E2,3.320538044E0,3.766759872E0,-1.497960091E0
1.158669408E2,3.195690632E0,3.881595612E0,-2.069824696E0
1.158719834E2,2.979420185E0,4.259938240E0,-2.607381344E0
1.158770259E2,2.670978069E0,4.863318443E0,-3.107761860E0
1.158820685E2,2.144217968E0,5.390377045E0,-3.385177851E0
1.158871111E2,1.653389215E0,5.903686523E0,-3.928141594E0
1.158921537E2,9.657256007E-1,6.248314857E0,-5.087460041E0
1.158971833E2,-4.354651272E-1,6.101883888E0,-5.414548874E0
1.159022259E2,-2.157052994E0,5.690041542E0,-4.862587929E0
1.159072684E2,-3.897930622E0,4.917516708E0,-4.254926205E0
1.159123110E2,-5.071670055E0,4.076569557E0,-3.226195335E0
1.159173536E2,-5.593466759E0,3.214876175E0,-1.609232068E0
1.159223962E2,-5.785505295E0,2.358485222E0,2.535765171E-1
1.159274549E2,-5.400713921E0,1.569161415E0,2.142567635E0
1.159324975E2,-4.676065922E0,6.453361511E-1,3.946329832E0
1.159375401E2,-3.758573055E0,-2.412338257E-1,5.855363369E0
1.159425827E2,-3.088152885E0,-1.036245346E0,7.657765865E0
1.159476253E2,-2.436529160E0,-1.706481934E0,8.896911621E0
1.159526678E2,-2.213990688E0,-2.599862099E0,9.400636673E0
1.159577092E2,-1.898880959E0,-2.631074429E0,1.042895031E1
1.159627518E2,-1.912776470E0,-2.581695080E0,1.097358894E1
1.159677944E2,-1.630908370E0,-2.480284691E0,1.029648495E1
1.159728370E2,-1.218325019E0,-2.007905960E0,8.409242630E0
1.159778796E2,-1.021775126E0,-1.291155815E0,6.668986320E0
1.159829221E2,-1.146394610E0,-5.547094345E-1,5.228558540E0
1.159879404E2,-1.158944726E0,8.005905151E-2,3.431083918E0
1.159929830E2,-9.513694048E-1,6.880054474E-1,1.620888114E0
1.159980256E2,-7.003749013E-1,1.300779343E0,1.060187817E-1
1.160030682E2,-5.058281422E-1,1.815842628E0,-1.056369305E0
1.160081108E2,-3.814210296E-1,2.097093582E0,-1.832065940E0
1.160131534E2,-3.027861714E-1,2.137714386E0,-2.382610798E0
1.160181929E2,-3.296745420E-1,2.048053741E0,-2.646256685E0
1.160232355E2,-5.437957644E-1,1.648757935E0,-2.524856806E0
1.160282780E2,-7.225093842E-1,1.078789711E0,-2.113450050E0
1.160333207E2,-7.631361485E-1,6.659727097E-1,-1.762980819E0
1.160383633E2,-5.415195227E-1,1.611328125E-1,-1.237836003E0
1.160434058E2,-3.444668651E-1,-3.760471344E-1,-6.012997627E-1
1.160484475E2,-1.837115884E-1,-8.237314224E-1,-1.960134506E-2
1.160534901E2,1.751357317E-2,-1.330551147E0,5.682458878E-1
1.160585326E2,1.133795083E-1,-1.803282738E0,9.238910675E-1
1.160635752E2,2.067615092E-1,-2.232496738E0,1.151039839E0
1.160686178E2,3.406850696E-1,-2.606396675E0,1.331790209E0
1.160736604E2,4.581426680E-1,-2.925173283E0,1.349501371E0
1.160787334E2,6.044858694E-1,-3.258276939E0,1.146888614E0
1.160837760E2,6.024712324E-1,-3.526808262E0,8.226711750E-1
1.160888186E2,6.268976927E-1,-3.757123947E0,4.126070738E-1
1.160938613E2,6.007502675E-1,-3.997053146E0,-3.327703476E-2
1.160989039E2,4.808841348E-1,-4.181846619E0,-5.970166922E-1
1.161039465E2,4.130221307E-1,-4.385622025E0,-1.202472806E0
1.161089823E2,2.965776920E-1,-4.581849575E0,-1.754874706E0
1.161140250E2,2.225180268E-1,-4.713049412E0,-2.144573927E0
1.161190676E2,2.076080441E-1,-4.824651241E0,-2.453679562E0
1.161241102E2,2.257046103E-1,-4.923831463E0,-2.687235594E0
1.161291529E2,3.299084306E-1,-4.962710381E0,-2.797813177E0
1.161341955E2,2.614868581E-1,-5.017871857E0,-2.838382483E0
1.161392385E2,2.246932387E-1,-4.905025482E0,-2.874001026E0
1.161442811E2,1.597796082E-1,-4.964049339E0,-2.895422935E0
1.161493237E2,7.681739330E-2,-4.953126907E0,-2.699169636E0
1.161543664E2,-2.186012268E-2,-4.884412289E0,-2.447607279E0
1.161594094E2,-1.982016563E-1,-4.882462978E0,-2.260081291E0
1.161644515E2,-3.399147987E-1,-4.870669842E0,-2.047713995E0
1.161694961E2,-5.547845960E-1,-4.825203419E0,-1.771805882E0
1.161745388E2,-7.829216123E-1,-4.774824142E0,-1.528070807E0
1.161795814E2,-1.065422535E0,-4.683674335E0,-1.356885195E0
1.161846240E2,-1.347374439E0,-4.592522621E0,-1.150215626E0
1.161896667E2,-1.545312643E0,-4.554033756E0,-9.270361662E-1
1.161947093E2,-1.647245884E0,-4.448648930E0,-6.485311985E-1
1.161997538E2,-1.717931271E0,-4.319522381E0,-4.008786678E-1
1.162047964E2,-1.711901426E0,-4.205003738E0,-3.274546862E-1
1.162098390E2,-1.655799389E0,-4.066930294E0,-2.599444389E-1
1.162148817E2,-1.532873750E0,-3.802471161E0,-1.552560329E-1
1.162199243E2,-1.410149813E0,-3.567398548E0,-8.484363556E-2
1.162249669E2,-1.326060534E0,-3.330642223E0,-8.666539192E-2
1.162300084E2,-1.055399656E0,-3.082674980E0,-8.641529083E-2
1.162350510E2,-7.800374627E-1,-2.811591148E0,-1.151204109E-1
1.162400937E2,-6.172512770E-1,-2.426555157E0,-2.228221893E-1
1.162451363E2,-4.207835793E-1,-2.021021366E0,-4.334217310E-1
1.162501790E2,-1.616632342E-1,-1.590155125E0,-6.730445623E-1
1.162552216E2,-4.577350616E-2,-1.100440979E0,-1.016049504E0
1.162602404E2,7.269316912E-2,-4.705286026E-1,-1.187417388E0
1.162652830E2,2.444001436E-1,-1.875019073E-2,-1.273809552E0
1.162703256E2,4.238271713E-1,5.902490616E-1,-1.551215887E0
1.162753683E2,4.098933935E-1,1.026245117E0,-1.795032024E0
1.162804109E2,4.060502648E-1,1.552629471E0,-1.713372469E0
1.162854535E2,2.539472580E-1,2.088111877E0,-1.680420160E0
1.162904915E2,1.639059782E-1,2.489193916E0,-1.502462983E0
1.162955341E2,2.270738482E-1,3.016651154E0,-1.152736187E0
1.163005767E2,2.133796215E-1,3.555439949E0,-9.470283985E-1
1.163056194E2,2.930670977E-1,4.045644760E0,-5.834281445E-1
1.163106620E2,4.688448906E-1,4.499061584E0,1.759219170E-2
1.163157046E2,4.606975913E-1,4.881996155E0,6.605074406E-1
1.163207246E2,3.717328310E-1,5.165708542E0,1.132795811E0
1.163257672E2,2.496272922E-1,5.450577736E0,1.440455914E0
1.163308099E2,7.213914394E-2,5.776916504E0,1.645176649E0
1.163358525E2,-2.189119458E-1,5.907651901E0,1.788719893E0
1.163408951E2,-4.970814288E-1,5.917222023E0,1.694289923E0
1.163459378E2,-8.135392666E-1,5.722218513E0,1.529404879E0
1.163509804E2,-1.064032197E0,5.246491432E0,1.456783533E0
1.163560482E2,-9.833924174E-1,4.966582298E0,1.615151405E0
1.163610909E2,-5.480023026E-1,4.662146568E0,1.889700651E0
1.163661335E2,1.848667860E-1,4.524756432E0,1.911492109E0
1.163711762E2,9.911783934E-1,4.430068970E0,1.638987064E0
1.163762188E2,1.812363863E0,4.521940231E0,1.070795774E0
1.163812614E2,2.057985067E0,4.599623680E0,7.147819996E-1
1.163863079E2,2.515085697E0,4.840624809E0,1.994003057E-1
1.163913506E2,2.960318327E0,5.118399620E0,-3.518619537E-1
1.163963932E2,3.228238344E0,5.521732330E0,-8.512830734E-1
1.164014358E2,3.011220217E0,5.758902550E0,-1.249271512E0
1.164064785E2,2.396151066E0,5.610164642E0,-1.387372732E0
1.164115211E2,1.404405713E0,5.159679413E0,-1.246628523E0
1.164165689E2,2.036571503E-2,4.611094475E0,-8.356757760E-1
1.164216115E2,-1.007308841E0,3.926107407E0,-7.221472263E-2
1.164266541E2,-1.648591995E0,3.087884903E0,9.424711466E-1
1.164316968E2,-2.103570223E0,2.003046036E0,2.035748720E0
1.164367394E2,-2.246680260E0,9.801778793E-1,3.262857437E0
1.164417820E2,-2.156176567E0,-9.606933594E-2,4.693664551E0
1.164468367E2,-1.786025763E0,-1.068311691E0,6.034890175E0
1.164518793E2,-1.101753592E0,-1.693293095E0,7.074751854E0
1.164569219E2,6.123661995E-3,-1.893089294E0,7.548227310E0
1.164619646E2,1.322109699E0,-1.661490440E0,7.488700867E0
1.164670072E2,2.643323421E0,-1.147459984E0,6.980474472E0
1.164720499E2,3.805836201E0,-4.541215897E-1,6.092435837E0
1.164770697E2,4.675074577E0,3.517370224E-1,4.872680187E0
1.164821124E2,5.331707478E0,1.184352875E0,3.452724218E0
1.164871550E2,5.799231052E0,1.903103828E0,2.059035063E0
1.164921977E2,5.985569954E0,2.623650551E0,6.542831659E-1
1.164972403E2,5.896619797E0,3.231619835E0,-6.183680296E-1
1.165022829E2,5.472911835E0,3.639041901E0,-1.517213106E0
1.165073231E2,4.669009209E0,3.772217751E0,-2.014962912E0
1.165123658E2,3.527541399E0,3.633895874E0,-2.145149231E0
1.165174084E2,2.241383553E0,3.195684433E0,-1.885737181E0
1.165224510E2,1.041504860E0,2.632465363E0,-1.247613430E0
1.165274937E2,5.623745918E-2,2.013655663E0,-6.415662766E-1
1.165325363E2,-7.945832014E-1,1.363061905E0,1.588673592E-1
1.165375759E2,-1.346355915E0,7.592668533E-1,1.385315180E0
1.165426185E2,-1.666142225E0,2.089405060E-1,2.532005787E0
1.165476612E2,-1.837727547E0,-3.386287689E-1,3.339912415E0
1.165527038E2,-1.901829958E0,-8.646564484E-1,3.961583614E0
1.165577465E2,-1.946687222E0,-1.309694290E0,4.491705894E0
1.165627891E2,-2.043865919E0,-1.712380409E0,4.818790436E0
1.165678341E2,-2.126296759E0,-2.075263977E0,4.749594688E0
1.165728767E2,-2.232377768E0,-2.374460220E0,4.358655930E0
1.165779194E2,-2.371916294E0,-2.684150696E0,3.837525606E0
1.165829620E2,-2.535457373E0,-2.970802784E0,3.272416353E0
1.165880046E2,-2.735385180E0,-3.294069767E0,2.576614857E0
1.165930472E2,-2.950364590E0,-3.641697407E0,1.727834463E0
1.165981159E2,-3.133064747E0,-3.984773636E0,8.621120453E-1
1.166031585E2,-3.291167259E0,-4.322984695E0,-1.454329491E-2
1.166082012E2,-3.492024422E0,-4.691973686E0,-8.384757042E-1
1.166132438E2,-3.573090315E0,-4.959888935E0,-1.555662870E0
1.166182864E2,-3.529885292E0,-5.148132324E0,-2.153003216E0
1.166233291E2,-3.470127583E0,-5.404999733E0,-2.662451744E0
1.166283676E2,-3.180225611E0,-5.452783108E0,-3.072826385E0
1.166334102E2,-2.830132961E0,-5.487771988E0,-3.504725933E0
1.166384525E2,-2.431311131E0,-5.562531948E0,-3.846316338E0
1.166434951E2,-1.966747522E0,-5.614815235E0,-3.944726467E0
1.166485377E2,-1.582111835E0,-5.639926434E0,-3.936503410E0
1.166535803E2,-1.169280291E0,-5.676234245E0,-3.845599413E0
1.166586243E2,-8.524798155E-1,-5.683134556E0,-3.769899368E0
1.166636669E2,-7.083884478E-1,-5.674999714E0,-3.661557674E0
1.166687096E2,-5.239551067E-1,-5.644731998E0,-3.371965885E0
1.166737522E2,-3.586443663E-1,-5.616414547E0,-2.996516943E0
1.166787948E2,-1.790599227E-1,-5.580528259E0,-2.685739756E0
1.166838375E2,-1.887178421E-2,-5.537115097E0,-2.396261454E0
1.166888806E2,1.938104630E-3,-5.426409721E0,-2.087064505E0
1.166939232E2,6.518071890E-2,-5.210327625E0,-1.824550629E0
1.166989658E2,1.158578396E-1,-4.929780006E0,-1.586653233E0
1.167040084E2,-2.595931292E-2,-4.666269779E0,-1.341721296E0
1.167090510E2,-7.557678223E-2,-4.352872372E0,-1.151503086E0
1.167140937E2,-1.180970669E-2,-3.999310970E0,-1.063308954E0
1.167190965E2,-9.732604027E-3,-3.675144672E0,-9.687085152E-1
1.167241391E2,6.215083599E-2,-3.368389606E0,-7.360076904E-1
1.167291818E2,2.615784407E-1,-3.084014893E0,-4.172277451E-1
1.167342244E2,4.787327051E-1,-2.771883488E0,-2.297294140E-1
1.167392670E2,6.636256576E-1,-2.453576565E0,-3.169233799E-1
1.167443096E2,9.292717576E-1,-2.088416100E0,-4.202857018E-1
1.167493662E2,1.122862339E0,-1.721837521E0,-6.455452442E-1
1.167544089E2,1.251789808E0,-1.317883492E0,-9.881197214E-1
1.167594515E2,1.376343489E0,-8.718185425E-1,-1.395327210E0
1.167644941E2,1.532306433E0,-3.834400177E-1,-1.856207609E0
1.167695367E2,1.521055579E0,6.364917755E-2,-2.457653999E0
1.167745793E2,1.423810840E0,5.510673523E-1,-2.958719969E0
1.167796190E2,1.352937698E0,1.064521790E0,-3.357583284E0
1.167846616E2,1.250476122E0,1.558692932E0,-3.585578203E0
1.167897042E2,1.185700655E0,2.105443001E0,-3.657508373E0
1.167947468E2,1.187032700E0,2.632978439E0,-3.573673248E0
1.167997894E2,1.201677680E0,3.129324913E0,-3.264688730E0
1.168048320E2,1.370997787E0,3.819318771E0,-2.773520470E0
1.168098765E2,1.685690165E0,4.671481133E0,-2.310515881E0
1.168149191E2,2.026376486E0,5.381551743E0,-1.807861805E0
1.168199617E2,2.453147173E0,5.841779709E0,-1.149699092E0
1.168250043E2,2.870516539E0,6.147844315E0,-2.200275660E-1
1.168300470E2,3.333870888E0,6.332918167E0,7.556881905E-1
1.168350896E2,3.898420811E0,6.348812103E0,1.557011127E0
1.168401597E2,4.567028046E0,6.314893723E0,2.176477432E0
1.168452024E2,5.293033600E0,6.240445137E0,2.670450926E0
1.168502450E2,5.833322525E0,6.077499390E0,3.077905416E0
1.168552876E2,6.107330322E0,5.806970596E0,3.066826344E0
1.168603302E2,6.060750961E0,5.560882568E0,2.373522758E0
1.168653729E2,5.754266739E0,5.425842285E0,1.403524160E0
1.168704127E2,5.152495861E0,5.301860809E0,3.770202398E-1
1.168754553E2,4.234398842E0,5.311639786E0,-6.087100506E-1
1.168804979E2,3.309185982E0,5.393595695E0,-1.701561451E0
1.168855405E2,2.288072109E0,5.536384583E0,-2.946256638E0
1.168905831E2,1.105854630E0,5.889044762E0,-3.986170292E0
1.168956258E2,-5.098405480E-1,5.808354378E0,-4.578514099E0
1.169006699E2,-2.064791203E0,5.871725082E0,-4.601082802E0
1.169057125E2,-3.733972073E0,5.698756218E0,-4.420819283E0
1.169107552E2,-5.110301018E0,5.222640038E0,-3.574396610E0
1.169157978E2,-5.951649666E0,4.553345680E0,-1.941435575E0
1.169208404E2,-6.314506054E0,3.824542999E0,3.380930424E-2
1.169258830E2,-5.873589516E0,3.140978813E0,1.730069637E0
1.169309227E2,-5.110274315E0,2.238839149E0,3.555328369E0
1.169359653E2,-4.210170269E0,1.318584442E0,5.594601631E0
1.169410079E2,-3.099995136E0,7.645645142E-1,7.509377003E0
1.169460506E2,-2.298473358E0,5.167293549E-2,8.805216789E0
1.169510932E2,-1.771376610E0,-6.482095718E-1,9.746158600E0
1.169561358E2,-1.321791172E0,-1.053157806E0,1.033413887E1
1.169611759E2,-1.133888483E0,-1.235363960E0,1.039752674E1
1.169662185E2,-1.030321240E0,-1.189929962E0,9.530760765E0
1.169712612E2,-1.101757526E0,-9.738731384E-1,7.798664093E0
1.169763038E2,-1.552120686E0,-7.421722412E-1,5.938206673E0
1.169813464E2,-1.996711731E0,-4.631271362E-1,4.245845795E0
1.169863890E2,-2.364395618E0,-1.099166870E-1,2.558218956E0
1.169914099E2,-2.536126137E0,3.872222900E-1,9.874786139E-1
1.169964525E2,-2.413803101E0,8.919467926E-1,-2.910929918E-1
1.170014951E2,-2.109770298E0,1.347066879E0,-1.380360603E0
1.170065377E2,-1.817855954E0,1.578140259E0,-2.052376270E0
1.170115803E2,-1.312122345E0,1.824676514E0,-2.332312822E0
1.170166230E2,-7.713538408E-1,1.988510132E0,-2.488988400E0
1.170216633E2,-3.647953868E-1,1.942805290E0,-2.448007107E0
1.170267059E2,-5.835777521E-2,1.728307724E0,-2.017196655E0
1.170317485E2,6.439048052E-2,1.364067078E0,-1.283531308E0
1.170367912E2,5.877101421E-2,9.361743927E-1,-5.090087056E-1
1.170418338E2,9.735840559E-2,5.546169281E-1,1.111730337E-1
1.170468764E2,1.659847498E-1,2.048530579E-1,5.756266117E-1
1.170519031E2,2.098124623E-1,-1.371955872E-1,9.402923584E-1
1.170569457E2,1.590611935E-1,-4.309387207E-1,1.143770576E0
1.170619883E2,-1.734220982E-2,-7.841644287E-1,1.327889681E0
1.170670309E2,-2.843053341E-1,-1.158583641E0,1.462357163E0
1.170720735E2,-5.274109840E-1,-1.621205330E0,1.435252070E0
1.170771162E2,-6.466923952E-1,-1.990130901E0,1.328530908E0
1.170821956E2,-6.500060558E-1,-2.318092823E0,1.175809622E0
1.170872382E2,-6.091259718E-1,-2.581263065E0,1.003645062E0
1.170922808E2,-4.980500042E-1,-2.846722603E0,7.763001919E-1
1.170973234E2,-4.317775369E-1,-3.121632576E0,5.272508860E-1
1.171023660E2,-3.481434584E-1,-3.362891197E0,2.755489349E-1
1.171074087E2,-3.524637818E-1,-3.639904022E0,2.348864079E-2
1.171124546E2,-4.355085492E-1,-3.921453953E0,-2.171933651E-1
1.171174972E2,-2.902847230E-1,-4.229069710E0,-3.940778971E-1
1.171225399E2,-2.426498532E-1,-4.462156296E0,-5.697979927E-1
1.171275825E2,-1.844333410E-1,-4.721221924E0,-7.975229621E-1
1.171326251E2,-8.392381668E-2,-4.934511662E0,-9.814005494E-1
1.171376677E2,8.059442043E-2,-5.025555611E0,-1.018490791E0
1.171426757E2,8.459007740E-2,-5.228917122E0,-1.081746340E0
1.171477183E2,1.246278286E-1,-5.362608910E0,-1.192838311E0
1.171527609E2,7.931399345E-2,-5.462524414E0,-1.493679881E0
1.171578035E2,-1.271170378E-2,-5.485532761E0,-1.843681455E0
1.171628461E2,-1.750510931E-2,-5.460385323E0,-2.161750555E0
1.171678887E2,-1.982707381E-1,-5.427797794E0,-2.416990042E0
1.171729646E2,-4.785782993E-1,-5.339842796E0,-2.621786833E0
1.171780072E2,-7.053878307E-1,-5.309024811E0,-2.678088188E0
1.171830498E2,-8.885451555E-1,-5.273050785E0,-2.674549341E0
1.171880924E2,-1.052313328E0,-5.176895618E0,-2.594346285E0
1.171931350E2,-1.096384645E0,-5.054132462E0,-2.435019970E0
1.171981776E2,-1.102113962E0,-4.926369190E0,-2.194053411E0
1.172032185E2,-1.033347368E0,-4.788993835E0,-1.818073153E0
1.172082612E2,-1.002294183E0,-4.575134754E0,-1.481435299E0
1.172133038E2,-9.466297626E-1,-4.306461334E0,-1.226949930E0
1.172183464E2,-8.324135542E-1,-4.119512558E0,-1.020740032E0
1.172233890E2,-7.481234074E-1,-3.846750259E0,-8.625988960E-1
1.172284316E2,-7.652798891E-1,-3.574419975E0,-7.190562487E-1
1.172334812E2,-7.688637972E-1,-3.292952061E0,-6.762560606E-1
1.172385238E2,-8.498044610E-1,-3.002357960E0,-6.455649137E-1
1.172435664E2,-1.106658697E0,-2.700215816E0,-6.603927612E-1
1.172486090E2,-1.384424090E0,-2.417641640E0,-6.557211876E-1
1.172536516E2,-1.602216125E0,-2.109055042E0,-7.012300491E-1
1.172586942E2,-1.693505049E0,-1.831918240E0,-6.434967518E-1
1.172637080E2,-1.678089857E0,-1.447561264E0,-5.918081999E-1
1.172687506E2,-1.635485411E0,-1.013580322E0,-5.003150702E-1
1.172737932E2,-1.436694384E0,-6.017990112E-1,-4.097521305E-1
1.172788358E2,-1.191974878E0,-8.546447754E-2,-3.388997316E-1
1.172838784E2,-8.678659201E-1,4.657716751E-1,-2.464346886E-1
1.172889210E2,-5.383902788E-1,1.018331528E0,-1.490718126E-1
1.172939386E2,-1.003780961E-1,1.608025551E0,-5.140757561E-2
1.172989812E2,3.581563234E-1,2.253864288E0,-1.796138287E-2
1.173040238E2,7.757047415E-1,2.912596703E0,-3.889453411E-2
1.173090664E2,1.320643425E0,3.617700577E0,-1.672199965E-1
1.173141090E2,1.838453054E0,4.249463081E0,-3.888944387E-1
1.173191516E2,2.112064123E0,4.867808342E0,-5.774345398E-1
1.173241892E2,2.204306602E0,5.439329147E0,-7.310169935E-1
1.173292318E2,2.026752949E0,5.763204575E0,-8.715797663E-1
1.173342744E2,1.607818723E0,5.904519081E0,-1.004459620E0
1.173393170E2,1.039860845E0,5.990341187E0,-1.066927910E0
1.173443596E2,3.792440891E-1,6.104600906E0,-1.003982067E0
1.173494022E2,-5.454270840E-1,5.890892982E0,-8.441224098E-1
1.173544678E2,-1.273752570E0,5.775510788E0,-5.220065117E-1
1.173595105E2,-1.927187920E0,5.452155113E0,-1.951259375E-1
1.173645531E2,-2.270010471E0,5.028581619E0,2.912126780E-1
1.173695957E2,-2.269577026E0,4.660245895E0,1.017251492E0
