"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.887685417E0,-4.521292448E-2,-9.221820831E-1,2.240345478E-1
1.892837083E0,-2.078928947E-1,-9.355831146E-1,-8.406639099E-3
1.897864323E0,-2.439061403E-1,-9.015579224E-1,-7.701873779E-2
1.902891510E0,-2.585577369E-1,-8.087921143E-1,1.012349129E-2
1.907918698E0,-1.951638460E-1,-7.503890991E-1,-1.237096786E-1
1.912945937E0,-8.280664682E-2,-6.618385315E-1,-3.248212337E-1
1.917973125E0,1.889747381E-2,-5.931091309E-1,-4.765999317E-1
1.923090417E0,-2.267521620E-2,-5.655813217E-1,-4.079875946E-1
1.928117656E0,-1.586384177E-1,-5.694246292E-1,-3.939447403E-1
1.933144844E0,-2.670527697E-1,-5.448331833E-1,-4.913768768E-1
1.938172031E0,-3.149068952E-1,-4.421348572E-1,-6.756570339E-1
1.943199271E0,-3.623179793E-1,-3.522043228E-1,-9.343233109E-1
1.948226458E0,-4.284603000E-1,-2.321510315E-1,-1.124299526E0
1.953351042E0,-5.465156436E-1,-7.977390289E-2,-1.391255379E0
1.958378281E0,-6.525002122E-1,1.215572357E-1,-1.789917946E0
1.963405469E0,-7.157746553E-1,2.409744263E-1,-2.158133268E0
1.968432656E0,-7.767257690E-1,3.150539398E-1,-2.456330776E0
1.973459896E0,-8.831058145E-1,3.823919296E-1,-2.652390003E0
1.978487083E0,-1.040604949E0,4.456434250E-1,-2.787065506E0
1.983609479E0,-1.131645679E0,4.599704742E-1,-2.891434193E0
1.988636719E0,-1.187220573E0,4.374237061E-1,-2.939185858E0
1.993663906E0,-1.199990273E0,4.594488144E-1,-2.911544800E0
1.998691094E0,-1.182066202E0,5.377130508E-1,-2.829792976E0
2.003718333E0,-1.138510227E0,5.906028748E-1,-2.746094227E0
2.008745521E0,-1.062009811E0,6.992368698E-1,-2.473575592E0
2.013867812E0,-1.024398804E0,7.822561264E-1,-2.330519199E0
2.018895052E0,-9.513746500E-1,8.344831467E-1,-2.305907249E0
2.023922240E0,-8.595692515E-1,8.992109299E-1,-2.199134350E0
2.028949427E0,-8.563267589E-1,9.357585907E-1,-1.976814866E0
2.033976667E0,-8.052587509E-1,9.776973724E-1,-1.894987345E0
2.039003854E0,-7.062596083E-1,1.037006378E0,-1.807565689E0
2.044130365E0,-6.715919971E-1,1.118472099E0,-1.499560118E0
2.049157604E0,-6.532144547E-1,1.135469437E0,-1.388423681E0
2.054184792E0,-5.867130160E-1,1.148168564E0,-1.266379833E0
2.059211979E0,-6.034390330E-1,1.228047371E0,-9.632740021E-1
2.064239219E0,-6.383619308E-1,1.276877403E0,-6.967482567E-1
2.069266406E0,-5.479158163E-1,1.289900780E0,-5.454149246E-1
2.074388177E0,-4.587144852E-1,1.338824272E0,-2.196521759E-1
2.079415417E0,-4.277961850E-1,1.358232498E0,6.197929382E-2
2.084442604E0,-4.455945492E-1,1.295852661E0,1.437458992E-1
2.089469792E0,-5.144757628E-1,1.280822754E0,1.624999046E-1
2.094497031E0,-6.657844186E-1,1.331814766E0,2.073760033E-1
2.099524219E0,-7.733349204E-1,1.360209465E0,5.361986160E-2
2.104627552E0,-8.636671901E-1,1.337652206E0,-1.602811813E-1
2.109654792E0,-9.830081463E-1,1.349972725E0,-3.906917572E-1
2.114681979E0,-1.179537654E0,1.349362373E0,-5.876376629E-1
2.119709167E0,-1.279168248E0,1.333522797E0,-8.159666061E-1
2.124736406E0,-1.322889209E0,1.355185509E0,-9.850785732E-1
2.129763594E0,-1.353811979E0,1.340292931E0,-1.143149137E0
2.134883854E0,-1.376500368E0,1.274848938E0,-1.238099575E0
2.139911094E0,-1.498429537E0,1.103817940E0,-1.274483681E0
2.144938281E0,-1.530369043E0,1.011701584E0,-1.252882242E0
2.149965469E0,-1.477295518E0,1.027025223E0,-1.285819054E0
2.154992708E0,-1.363321543E0,1.008436203E0,-1.320406437E0
2.160019896E0,-1.310481787E0,9.798831940E-1,-1.313571215E0
2.165160312E0,-1.294784784E0,9.439735413E-1,-1.308808804E0
2.170190677E0,-1.246117473E0,9.006042480E-1,-1.260358572E0
2.175221094E0,-1.178654909E0,8.690109253E-1,-1.189991951E0
2.180251458E0,-1.116001248E0,8.397560120E-1,-1.198365927E0
2.185281875E0,-1.076862335E0,8.297767639E-1,-1.135077715E0
2.190312240E0,-1.001120090E0,8.221778870E-1,-1.002415895E0
2.195428646E0,-9.435650110E-1,8.622980118E-1,-8.673002720E-1
2.200459010E0,-9.351882339E-1,9.163475037E-1,-8.081865311E-1
2.205489375E0,-9.618760943E-1,9.030084610E-1,-8.129496574E-1
2.210519792E0,-1.016947269E0,9.082307816E-1,-8.189322948E-1
2.215550156E0,-1.074130058E0,8.984470367E-1,-8.499252796E-1
2.220580573E0,-1.116749525E0,8.929195404E-1,-8.869638443E-1
2.225685937E0,-1.123654842E0,8.701934814E-1,-9.564998150E-1
2.230716302E0,-1.078091145E0,8.588485718E-1,-9.673590660E-1
2.235746667E0,-1.109107971E0,8.828945160E-1,-9.916105270E-1
2.240777083E0,-1.185754538E0,7.989177704E-1,-1.024617195E0
2.245807448E0,-1.286354184E0,7.028493881E-1,-1.037819862E0
2.250837865E0,-1.372840405E0,6.831254959E-1,-1.057547092E0
2.255941823E0,-1.457466483E0,6.081676483E-1,-1.043283224E0
2.260972187E0,-1.477865815E0,5.714693069E-1,-9.738519192E-1
2.266002552E0,-1.381368637E0,5.680341721E-1,-8.514900208E-1
2.271032969E0,-1.285119891E0,6.479206085E-1,-7.096302509E-1
2.276063333E0,-1.124398828E0,6.555490494E-1,-6.294798851E-1
2.281093750E0,-9.467514753E-1,6.579513550E-1,-5.199122429E-1
2.286202083E0,-9.360784292E-1,6.313304901E-1,-4.074354172E-1
2.291232448E0,-9.723612666E-1,5.926256180E-1,-2.875280380E-1
2.296262812E0,-9.050559402E-1,5.894680023E-1,-1.239891052E-1
2.301293229E0,-8.227887154E-1,6.048879623E-1,-2.565383911E-4
2.306323594E0,-7.089218497E-1,6.649923325E-1,9.838056564E-2
2.311354010E0,-5.924299955E-1,7.408733368E-1,3.357505798E-2
2.316462083E0,-5.689311028E-1,7.465257645E-1,-6.537294388E-2
2.321492448E0,-5.857683420E-1,7.996311188E-1,-1.896195412E-1
2.326522812E0,-5.949949026E-1,7.399139404E-1,-2.888445854E-1
2.331553229E0,-6.658673882E-1,6.252508163E-1,-3.755555153E-1
2.336583594E0,-7.742074728E-1,5.324687958E-1,-4.788777828E-1
2.341614010E0,-8.602758646E-1,4.952526093E-1,-5.945417881E-1
2.346696719E0,-9.912554622E-1,5.278110504E-1,-6.962478161E-1
2.351727083E0,-1.079263926E0,5.559062958E-1,-7.435197830E-1
2.356757448E0,-1.110511065E0,5.889091492E-1,-7.672209740E-1
2.361787865E0,-1.118697882E0,6.600551605E-1,-7.526364326E-1
2.366818229E0,-1.094468117E0,7.262516022E-1,-7.620558739E-1
2.371848646E0,-9.877571464E-1,7.731981277E-1,-7.883274555E-1
2.376958906E0,-9.061769843E-1,8.342971802E-1,-8.168323040E-1
2.381989271E0,-8.471902013E-1,9.121313095E-1,-8.527936935E-1
2.387019635E0,-8.273732662E-1,9.971742630E-1,-9.393532276E-1
2.392050052E0,-8.608249426E-1,9.797363281E-1,-1.038718462E0
2.397080417E0,-9.614843726E-1,9.344558716E-1,-1.053492308E0
2.402110833E0,-1.071607471E0,8.831224442E-1,-8.838934898E-1
2.407244115E0,-1.136148214E0,8.449039459E-1,-7.168436050E-1
2.412274479E0,-1.095386147E0,8.770961761E-1,-5.092222691E-1
2.417304844E0,-9.737372398E-1,9.552707672E-1,-2.507994175E-1
2.422335260E0,-7.784593105E-1,1.016814232E0,8.777284622E-2
2.427365625E0,-5.766018033E-1,1.097324371E0,3.946051598E-1
2.432396042E0,-4.111185074E-1,1.151011467E0,5.939917564E-1
2.437497865E0,-3.009724617E-1,1.182611465E0,7.389750481E-1
2.442528229E0,-2.287334204E-1,1.125400543E0,8.294072151E-1
2.447558594E0,-3.522965908E-1,1.075325966E0,8.029222488E-1
2.452589010E0,-5.470883250E-1,1.020679474E0,6.663670540E-1
2.457619375E0,-6.598830223E-1,1.026324272E0,4.241037369E-1
2.462649792E0,-7.129160166E-1,1.092301369E0,1.261229515E-1
2.467758281E0,-7.067741156E-1,1.187521935E0,-2.134180069E-1
2.472788646E0,-6.609515548E-1,1.281001091E0,-5.326318741E-1
2.477819062E0,-6.043375134E-1,1.370517731E0,-7.410814762E-1
2.482849427E0,-5.464670062E-1,1.413240433E0,-9.015336037E-1
2.487879844E0,-4.585737288E-1,1.419075012E0,-1.071957350E0
2.492910208E0,-3.860035539E-1,1.450581551E0,-1.186049700E0
2.498008854E0,-2.209579051E-1,1.417059898E0,-1.141471148E0
2.503039219E0,-1.765927672E-2,1.337607384E0,-8.974134922E-1
2.508069583E0,1.741302609E-1,1.202891350E0,-5.189967155E-1
2.513100000E0,3.235630095E-1,1.065505028E0,-3.245925903E-2
2.518130365E0,4.261844158E-1,8.844490051E-1,4.719862938E-1
2.523160781E0,6.044797897E-1,8.076658249E-1,9.569072723E-1
2.528275000E0,7.309223413E-1,7.008686066E-1,1.420339584E0
2.533305365E0,8.435145020E-1,5.773286819E-1,1.800042629E0
2.538335729E0,9.756257534E-1,4.943351746E-1,2.189626217E0
2.543366146E0,9.570193291E-1,3.580713272E-1,2.458485603E0
2.548396510E0,8.305050135E-1,2.160749435E-1,2.841799259E0
2.553426927E0,7.588364482E-1,7.522964478E-2,3.088829517E0
2.558534740E0,6.669514179E-1,-7.640647888E-2,3.185341358E0
2.563565104E0,5.428533554E-1,-2.247438431E-1,3.179910660E0
2.568595469E0,4.605687261E-1,-3.482313156E-1,3.201696873E0
2.573625885E0,3.839638829E-1,-4.159412384E-1,3.222090244E0
2.578656250E0,3.986165524E-1,-4.351835251E-1,3.176532269E0
2.583686667E0,5.501118302E-1,-4.777193069E-1,3.072227478E0
2.588769844E0,7.760916948E-1,-4.908714294E-1,2.964215279E0
2.593800208E0,9.478441477E-1,-5.032873154E-1,2.883436203E0
2.598830573E0,1.161517143E0,-5.818977356E-1,2.793986320E0
2.603860990E0,1.331212997E0,-6.045398712E-1,2.700498104E0
2.608891354E0,1.517141461E0,-6.238050461E-1,2.476088047E0
2.613921771E0,1.681329489E0,-6.059160233E-1,2.130027771E0
2.619029479E0,1.785440922E0,-5.913763046E-1,1.788885593E0
2.624059844E0,1.782619834E0,-6.609659195E-1,1.427853107E0
2.629090208E0,1.730094314E0,-7.234516144E-1,1.087186813E0
2.634120625E0,1.664167762E0,-7.545652390E-1,8.067932129E-1
2.639150990E0,1.694908738E0,-7.732257843E-1,6.003837585E-1
2.644181354E0,1.717267156E0,-7.961001396E-1,4.389305115E-1
2.649314219E0,1.798034310E0,-7.849245071E-1,2.816743851E-1
2.654344583E0,1.899431825E0,-7.251443863E-1,9.219837189E-2
2.659374948E0,1.983042240E0,-6.504497528E-1,-2.163410187E-2
2.664405365E0,2.037060499E0,-6.087703705E-1,-1.243906021E-1
2.669435729E0,2.039928913E0,-5.951938629E-1,-2.305831909E-1
2.674466146E0,2.003863335E0,-5.641012192E-1,-3.261485100E-1
2.679571198E0,1.926802874E0,-5.513858795E-1,-4.493856430E-1
2.684604167E0,1.820631742E0,-5.352506638E-1,-5.529108047E-1
2.689637135E0,1.639709353E0,-5.849561691E-1,-6.441006660E-1
2.694670052E0,1.518021584E0,-6.429738998E-1,-6.536931992E-1
2.699703021E0,1.443448067E0,-6.114273071E-1,-6.149890423E-1
2.704735990E0,1.360734224E0,-6.148862839E-1,-5.518467426E-1
2.709827604E0,1.221819997E0,-6.844682693E-1,-4.856228828E-1
2.714860573E0,1.095779300E0,-7.581768036E-1,-3.320636749E-1
2.719893542E0,9.799644351E-1,-8.265910149E-1,-1.029853821E-1
2.724926458E0,8.907623291E-1,-9.426875114E-1,8.979797363E-2
2.729959427E0,8.712570071E-1,-1.020523071E0,2.993803024E-1
2.734992396E0,8.706927299E-1,-1.084446907E0,5.168685913E-1
2.740087604E0,8.818470240E-1,-1.072660923E0,6.352949142E-1
2.745120573E0,8.611595631E-1,-1.081210613E0,6.672921181E-1
2.750153542E0,7.800676227E-1,-1.114812374E0,6.559967995E-1
2.755186458E0,6.791957021E-1,-1.171004772E0,5.440568924E-1
2.760219427E0,5.897687674E-1,-1.180480003E0,3.820090294E-1
2.765252396E0,4.971675873E-1,-1.200512886E0,1.791372299E-1
2.770341875E0,4.230573773E-1,-1.187908649E0,-2.168703079E-2
2.775374844E0,3.459111452E-1,-1.164062500E0,-2.375583649E-1
2.780407812E0,3.041658998E-1,-1.057129383E0,-5.069479942E-1
2.785440781E0,2.446096689E-1,-9.699521065E-1,-8.012976646E-1
2.790473698E0,1.458069086E-1,-9.215950966E-1,-9.914867878E-1
2.795506667E0,5.094130337E-2,-8.471555710E-1,-1.243204355E0
2.800605000E0,-3.775364906E-2,-8.207397461E-1,-1.494293690E0
2.805637969E0,-7.917437702E-2,-8.204336166E-1,-1.613834381E0
2.810670937E0,-9.233510494E-2,-8.031115532E-1,-1.752787828E0
2.815703854E0,-1.418467313E-1,-8.331737518E-1,-1.901931286E0
2.820736823E0,-1.196414232E-1,-7.956438065E-1,-1.949099541E0
2.825769792E0,-3.750174865E-2,-7.240772247E-1,-1.985439062E0
2.830863802E0,6.650587916E-2,-6.737003326E-1,-2.003481150E0
2.835896771E0,1.450842321E-1,-6.037187576E-1,-1.989132881E0
2.840929740E0,2.175208926E-1,-5.906143188E-1,-1.983258009E0
2.845962656E0,1.955374777E-1,-5.791721344E-1,-1.993258476E0
2.850995625E0,1.393832564E-1,-5.023202896E-1,-1.969130039E0
2.856028594E0,1.304388642E-1,-4.152698517E-1,-1.929878712E0
2.861097812E0,6.541008502E-2,-3.994979858E-1,-1.846517801E0
2.866130781E0,3.283817321E-2,-3.737258911E-1,-1.766645670E0
2.871163750E0,-2.499271184E-2,-3.069515228E-1,-1.747511625E0
2.876196667E0,-8.670630306E-2,-2.638311386E-1,-1.748304129E0
2.881229635E0,-1.191711724E-1,-2.372407913E-1,-1.766407251E0
2.886262604E0,-2.039308250E-1,-1.841297150E-1,-1.859130621E0
2.891348854E0,-2.763128877E-1,-1.546602249E-1,-1.916542053E0
2.896381823E0,-3.029913008E-1,-1.392621994E-1,-1.888416052E0
2.901414792E0,-4.539719820E-1,-1.687707901E-1,-1.847076178E0
2.906447708E0,-6.500285864E-1,-2.166614532E-1,-1.768912554E0
2.911480677E0,-8.290930986E-1,-2.829713821E-1,-1.680150032E0
2.916513646E0,-9.437430501E-1,-3.056802750E-1,-1.472819567E0
2.921640573E0,-9.893732667E-1,-3.256731033E-1,-1.240078449E0
2.926673542E0,-9.233742356E-1,-3.506717682E-1,-9.928548336E-1
2.931706510E0,-8.343480229E-1,-3.449840546E-1,-7.116916180E-1
2.936739427E0,-7.175780535E-1,-3.137817383E-1,-4.223003387E-1
2.941772396E0,-6.041070819E-1,-2.933187485E-1,-1.336112022E-1
2.946805365E0,-5.079658628E-1,-2.622270584E-1,7.818174362E-2
2.951897917E0,-4.022298157E-1,-1.918468475E-1,1.510705948E-1
2.956930885E0,-2.747026384E-1,-9.868907928E-2,5.601978302E-2
2.961963854E0,-1.894649565E-1,5.808639526E-2,-1.090626717E-1
2.966996771E0,-1.961448044E-1,2.453460693E-1,-3.592858315E-1
2.972029740E0,-2.035019696E-1,4.299697876E-1,-7.024655342E-1
2.977062708E0,-2.859973609E-1,6.363077164E-1,-1.110582113E0
2.982161667E0,-4.267370403E-1,7.450847626E-1,-1.447860479E0
2.987194635E0,-6.502478123E-1,8.164939880E-1,-1.683807611E0
2.992227604E0,-8.779358864E-1,9.728660583E-1,-1.733106613E0
2.997260521E0,-1.041172028E0,1.039291382E0,-1.693755150E0
3.002293490E0,-1.207705617E0,9.917898178E-1,-1.512879610E0
3.007326458E0,-1.349487662E0,9.211854935E-1,-1.161561251E0
3.012415885E0,-1.397819519E0,8.580636978E-1,-7.179682255E-1
3.017448854E0,-1.437178016E0,7.563915253E-1,-2.528982162E-1
3.022481823E0,-1.496725678E0,6.518249512E-1,2.460956573E-1
3.027514740E0,-1.389925122E0,5.870265961E-1,6.983847618E-1
3.032547708E0,-1.239243865E0,5.185470581E-1,1.126214504E0
3.037580677E0,-1.082693934E0,4.388647079E-1,1.532721996E0
3.042677917E0,-9.656474590E-1,3.525238037E-1,1.937592506E0
3.047710885E0,-7.344583273E-1,3.502340317E-1,2.226433277E0
3.052743854E0,-3.887082934E-1,4.269285202E-1,2.399775982E0
3.057776771E0,-1.766443998E-1,4.652509689E-1,2.565595150E0
3.062809740E0,-4.026868939E-2,5.060968399E-1,2.594504356E0
3.067842708E0,1.142104939E-1,6.046209335E-1,2.457821846E0
3.072908854E0,2.222516090E-1,7.321138382E-1,2.155759811E0
3.077941823E0,2.844806910E-1,8.723049164E-1,1.823979378E0
3.082974792E0,2.102809846E-1,9.058904648E-1,1.493122101E0
3.088007760E0,2.394024581E-1,9.888286591E-1,1.078879833E0
3.093040677E0,4.218499362E-1,1.200374603E0,5.136375427E-1
3.098073646E0,5.978463888E-1,1.375604630E0,9.881973267E-3
3.103170885E0,7.533251047E-1,1.438217163E0,-3.084843159E-1
3.108203854E0,8.442023993E-1,1.503923416E0,-5.318849087E-1
3.113236823E0,8.612455726E-1,1.515233994E0,-7.656106949E-1
3.118269740E0,8.907045126E-1,1.544220924E0,-1.136993647E0
3.123302708E0,9.232351780E-1,1.593384743E0,-1.462063551E0
3.128335677E0,9.784189463E-1,1.614896774E0,-1.690878153E0
3.133431562E0,9.365568757E-1,1.635089874E0,-1.928872347E0
3.138464531E0,7.475484014E-1,1.651885033E0,-2.155290127E0
3.143497500E0,5.474857092E-1,1.732170105E0,-2.499156952E0
3.148530417E0,2.637506127E-1,1.830633163E0,-2.972778320E0
3.153563385E0,-5.440707505E-2,2.014426231E0,-3.516642570E0
3.158596354E0,-4.317751527E-1,2.204760551E0,-4.018869877E0
3.163674271E0,-8.309087753E-1,2.370944977E0,-4.475703239E0
3.168707240E0,-1.302776814E0,2.432217598E0,-4.842987537E0
3.173740208E0,-1.649331689E0,2.437047005E0,-5.090861320E0
3.178773125E0,-1.921297908E0,2.316733360E0,-5.029465675E0
3.183806094E0,-2.041853189E0,2.088251114E0,-4.439255238E0
3.188839062E0,-1.989395857E0,1.858993530E0,-3.449118614E0
3.193979896E0,-1.821491361E0,1.545118332E0,-2.264821053E0
3.199014896E0,-1.506482363E0,1.245623589E0,-9.570007324E-1
3.204049896E0,-1.063389182E0,8.834171295E-1,4.061422348E-1
3.209084948E0,-6.210007668E-1,5.127000809E-1,1.795510292E0
3.214119948E0,-1.763928235E-1,2.376956940E-1,2.943020821E0
3.219154948E0,2.449476719E-1,4.048156738E-2,4.307940006E0
3.224231719E0,5.171028376E-1,-5.863857269E-2,5.545234680E0
3.229266719E0,6.860178113E-1,-1.520404816E-1,6.363469601E0
3.234301719E0,8.568539619E-1,-2.497625351E-1,6.826214314E0
3.239336771E0,9.336137772E-1,-3.211679459E-1,6.920446873E0
3.244371771E0,9.373509884E-1,-3.162736893E-1,6.673374176E0
3.249406771E0,9.182751775E-1,-2.946014404E-1,6.185152054E0
3.254488646E0,8.070961237E-1,-3.130025864E-1,5.306726933E0
3.259523646E0,5.604199171E-1,-3.318958282E-1,4.354378700E0
3.264558646E0,2.001992166E-1,-3.720045090E-1,3.596928120E0
3.269593698E0,-1.034612805E-1,-3.822793961E-1,2.884235382E0
3.274628698E0,-2.573982477E-1,-3.836154938E-1,2.083346844E0
3.279663698E0,-3.287183940E-1,-3.874034882E-1,1.367808819E0
3.284748802E0,-3.555874228E-1,-3.671283722E-1,8.064231873E-1
3.289783802E0,-3.501627147E-1,-3.222017288E-1,3.139061928E-1
3.294818854E0,-3.722680211E-1,-2.909040451E-1,-2.223463058E-1
3.299853854E0,-3.765221834E-1,-2.705726624E-1,-6.521508694E-1
3.304888854E0,-3.917562366E-1,-2.515792847E-1,-9.853789806E-1
3.309923854E0,-4.060639143E-1,-2.600955963E-1,-1.356454134E0
3.315010625E0,-4.673675299E-1,-2.529096603E-1,-1.748886585E0
3.320045625E0,-5.905727148E-1,-3.229026794E-1,-2.008159399E0
3.325080677E0,-7.467044592E-1,-4.458179474E-1,-2.185272217E0
3.330115677E0,-9.647667408E-1,-5.616035461E-1,-2.209046364E0
3.335150677E0,-1.168221354E0,-6.319313049E-1,-2.079920292E0
3.340185677E0,-1.199300885E0,-7.217559814E-1,-1.708950043E0
3.345244844E0,-1.151400328E0,-7.835903168E-1,-1.179359198E0
3.350279844E0,-1.113340855E0,-8.084125519E-1,-7.222352028E-1
3.355314844E0,-9.920620322E-1,-8.756437302E-1,-2.599253654E-1
3.360349896E0,-9.002464414E-1,-9.640741348E-1,1.510264874E-1
3.365384896E0,-9.382966161E-1,-1.054917812E0,5.498342514E-1
3.370419896E0,-1.027603030E0,-1.181834221E0,8.603570461E-1
3.375528125E0,-1.103262186E0,-1.313853264E0,1.185977459E0
3.380563125E0,-1.156364322E0,-1.429714680E0,1.433977127E0
3.385598125E0,-1.175001621E0,-1.515232563E0,1.501920700E0
3.390633125E0,-1.166728139E0,-1.611165524E0,1.483448505E0
3.395668177E0,-1.153024316E0,-1.640897751E0,1.464645863E0
3.400703177E0,-1.071353436E0,-1.676242828E0,1.483687401E0
3.405786615E0,-9.838100672E-1,-1.695667267E0,1.444852352E0
3.410821615E0,-8.686603308E-1,-1.739608288E0,1.359629154E0
3.415856615E0,-7.642167211E-1,-1.745903969E0,1.211498737E0
3.420891667E0,-7.085910439E-1,-1.736093521E0,1.069822073E0
3.425926667E0,-6.249710321E-1,-1.748247147E0,8.790900707E-1
3.430961667E0,-5.538374186E-1,-1.777437687E0,6.630566120E-1
3.436045000E0,-5.166704655E-1,-1.816369534E0,4.526450634E-1
3.441080000E0,-4.221315384E-1,-1.860068798E0,2.857322693E-1
3.446115000E0,-1.599484533E-1,-1.788494587E0,-5.879735947E-2
3.451150052E0,-5.737246573E-2,-1.725964546E0,-2.176294327E-1
3.456185052E0,-3.987450898E-2,-1.730008125E0,-1.189725399E-1
3.461220052E0,-1.716107130E-3,-1.797969341E0,-7.692766190E-2
3.466302552E0,8.579809964E-2,-1.800514221E0,-2.064030170E-1
3.471337552E0,9.114244580E-2,-1.819118500E0,-1.362698078E-1
3.476372604E0,2.605548501E-2,-1.719961643E0,-6.500363350E-2
3.481407604E0,-4.974587262E-2,-1.694824219E0,1.299653053E-1
3.486442604E0,-9.813235700E-2,-1.712687492E0,1.594564915E-1
3.491477604E0,-1.149885654E-1,-1.720950603E0,3.824067116E-2
3.496526146E0,-1.793752015E-1,-1.753093243E0,1.047134399E-2
3.501561146E0,-3.443675339E-1,-1.763802528E0,2.375435829E-2
3.506596146E0,-4.256379604E-1,-1.846423149E0,3.264021873E-2
3.511631198E0,-5.361061096E-1,-1.905114651E0,-2.999305725E-2
3.516666198E0,-7.072542906E-1,-1.920789242E0,-1.042478085E-1
3.521701198E0,-8.651041985E-1,-1.895888329E0,-8.730483055E-2
3.526827396E0,-9.763014317E-1,-1.840247154E0,-2.904844284E-2
3.531862396E0,-1.055762172E0,-1.782571316E0,2.964425087E-2
3.536897396E0,-1.065383911E0,-1.694212437E0,-1.157832146E-2
3.541932448E0,-1.050728798E0,-1.553826809E0,1.443696022E-1
3.546967448E0,-9.756218195E-1,-1.414288998E0,3.804385662E-1
3.552002448E0,-8.734131455E-1,-1.237477303E0,5.151100159E-1
3.557083333E0,-7.490088940E-1,-9.969816208E-1,4.572877884E-1
3.562118333E0,-5.543511510E-1,-6.879577637E-1,3.384890556E-1
3.567153333E0,-3.823402524E-1,-3.987922668E-1,1.846413612E-1
3.572188385E0,-3.069522381E-1,-1.555423737E-1,-3.582143784E-2
3.577223385E0,-2.608432174E-1,1.137714386E-1,-1.915795803E-1
3.582258385E0,-1.216866672E-1,3.233022690E-1,-3.217206001E-1
3.587319792E0,3.571808338E-4,6.024551392E-1,-4.984154701E-1
3.592354792E0,6.269679964E-2,8.581562042E-1,-6.529805660E-1
3.597389792E0,1.133931130E-1,1.018877983E0,-7.811777592E-1
3.602424844E0,7.353062928E-2,1.147133827E0,-7.519466877E-1
3.607459792E0,3.034606576E-3,1.302876472E0,-6.064543724E-1
3.612494844E0,-9.501919150E-3,1.361709595E0,-3.305964470E-1
3.617574948E0,-2.566531301E-3,1.395456314E0,4.692769051E-2
3.622609948E0,-4.104351997E-2,1.480264664E0,5.366175175E-1
3.627644948E0,-1.203351021E-1,1.611064911E0,1.028802633E0
3.632680000E0,-1.716099381E-1,1.715749741E0,1.490658998E0
3.637715000E0,-8.728212118E-2,1.777218819E0,2.016496420E0
3.642750000E0,2.728253603E-2,1.843035698E0,2.666861296E0
3.647858281E0,1.842781454E-1,1.936621666E0,3.399733782E0
3.652893281E0,3.432587981E-1,2.031020164E0,3.917444468E0
3.657928281E0,5.015366077E-1,2.099470139E0,4.312245846E0
3.662963333E0,5.249357224E-1,2.072283745E0,4.680830002E0
3.667998333E0,4.686279893E-1,1.877652168E0,4.803606510E0
3.673033333E0,4.951116741E-1,1.728681564E0,4.774326324E0
3.678117656E0,6.550086737E-1,1.680367470E0,4.538197517E0
3.683152656E0,8.291026354E-1,1.737947464E0,3.907591105E0
3.688187656E0,9.694069624E-1,1.810969353E0,2.941491604E0
3.693222656E0,1.031055093E0,1.940918922E0,1.817782879E0
3.698257656E0,9.354487658E-1,2.176390648E0,7.140436172E-1
3.703292708E0,8.024776578E-1,2.419960976E0,-3.861765862E-1
3.708377292E0,7.422311902E-1,2.638845444E0,-1.451325893E0
3.713413906E0,6.691091657E-1,2.905941963E0,-2.434189320E0
3.718450573E0,5.712788105E-1,3.018404961E0,-3.204922676E0
3.723487187E0,4.439543486E-1,2.988866806E0,-3.614412069E0
3.728523802E0,4.047276974E-1,2.877568245E0,-3.726001263E0
3.733560469E0,3.601222634E-1,2.670303345E0,-3.566405535E0
3.738637604E0,3.963175714E-1,2.407560349E0,-2.881390572E0
3.743674219E0,5.036574006E-1,2.176824570E0,-1.740326405E0
3.748710885E0,6.723765135E-1,1.891242981E0,-6.011228561E-1
3.753747500E0,8.901875019E-1,1.597821236E0,3.688609600E-1
3.758784115E0,1.058432698E0,1.422423363E0,1.344515324E0
3.763820781E0,1.258293509E0,1.234716415E0,2.273209572E0
3.768894062E0,1.322278738E0,1.105721474E0,3.156729937E0
3.773930677E0,1.364989400E0,9.673585892E-1,3.939948082E0
3.778967292E0,1.396017194E0,8.240613937E-1,4.252826691E0
3.784003958E0,1.398690701E0,6.972284317E-1,4.342520237E0
3.789040573E0,1.308296919E0,6.011285782E-1,4.331315517E0
3.794077240E0,1.160591245E0,5.024967194E-1,4.072677135E0
3.799156250E0,9.626532197E-1,3.730316162E-1,3.676000595E0
3.804192865E0,7.595043182E-1,2.823619843E-1,3.207922459E0
3.809229531E0,5.653148293E-1,1.949281693E-1,2.696368694E0
3.814266146E0,3.893718719E-1,1.326866150E-1,2.152382851E0
3.819302760E0,3.034898639E-1,8.396720886E-2,1.647049904E0
3.824339427E0,2.740343213E-1,-3.948402405E-2,1.272992611E0
3.829375312E0,2.340782583E-1,-1.679067612E-1,9.480676651E-1
